Timestamp,FPS,FrameTime_ms,GC_AllocBytes,ActiveEnemyCount,HeapMB
2026-06-26 18:06:22,0.5,2143.80,1067880448,9,2500.66
2026-06-26 18:06:23,180.5,5.54,1070399488,9,2540.57
2026-06-26 18:06:24,158.2,6.32,1071439872,9,2611.58
2026-06-26 18:06:25,162.1,6.17,1072078848,9,2678.00
2026-06-26 18:06:26,140.3,7.13,1073225728,9,2743.04
2026-06-26 18:06:27,114.5,8.73,1074298880,9,2811.65
2026-06-26 18:06:28,118.6,8.43,1075294208,9,2868.73
2026-06-26 18:06:29,250.8,3.99,1076178944,9,2905.09
2026-06-26 18:06:30,255.6,3.91,1077157888,9,3030.66
2026-06-26 18:06:31,245.0,4.08,1078153216,9,3193.33
2026-06-26 18:06:32,203.3,4.92,1079111680,9,3355.57
2026-06-26 18:06:33,238.4,4.19,1080397824,9,3507.89
2026-06-26 18:06:34,291.9,3.43,1081765888,9,3520.33
2026-06-26 18:06:35,317.6,3.15,1084321792,9,3507.04
2026-06-26 18:06:36,295.3,3.39,1087053824,9,3488.17
2026-06-26 18:06:37,299.6,3.34,1089830912,9,3487.10
2026-06-26 18:06:38,389.8,2.57,1092677632,9,3476.86
2026-06-26 18:06:39,293.6,3.41,1095553024,9,3470.10
2026-06-26 18:06:40,140.2,7.14,1097822208,9,3466.83
2026-06-26 18:06:41,87.4,11.44,1100115968,9,3460.07
2026-06-26 18:06:42,277.3,3.61,1102749696,9,3457.75
2026-06-26 18:06:43,134.5,7.44,1105575936,9,3461.59
2026-06-26 18:06:44,442.1,2.26,1107763200,9,3467.10
2026-06-26 18:06:45,496.7,2.01,1110106112,9,3473.83
2026-06-26 18:06:46,94.5,10.58,1112473600,9,3483.43
2026-06-26 18:06:47,453.7,2.20,1114882048,9,3485.78
2026-06-26 18:06:48,484.7,2.06,1117368320,9,3484.59
2026-06-26 18:06:49,551.7,1.81,1119830016,9,3490.34
2026-06-26 18:06:50,536.9,1.86,1122250752,9,3496.50
2026-06-26 18:06:51,84.6,11.83,1124741120,9,3497.18
2026-06-26 18:06:52,430.4,2.32,1127141376,9,3499.63
2026-06-26 18:06:53,338.5,2.95,1130016768,9,3494.17
2026-06-26 18:06:54,472.7,2.12,1132007424,9,3488.88
2026-06-26 18:06:55,429.0,2.33,1134272512,9,3493.77
2026-06-26 18:06:56,89.9,11.12,1136582656,9,3495.51
2026-06-26 18:06:57,445.0,2.25,1139081216,9,3490.77
2026-06-26 18:06:58,624.3,1.60,1141583872,9,3482.57
