Timestamp,FPS,FrameTime_ms,GC_AllocBytes,ActiveEnemyCount,HeapMB
2026-06-22 17:45:38,0.2,5436.33,1043861504,9,879.38
2026-06-22 17:45:39,0.8,1207.18,1051267072,9,919.47
2026-06-22 17:45:40,136.3,7.33,1053048832,9,912.03
2026-06-22 17:45:41,467.5,2.14,1056010240,9,961.84
2026-06-22 17:45:42,511.6,1.95,1057112064,9,957.51
2026-06-22 17:45:43,140.9,7.10,1057980416,9,952.57
2026-06-22 17:45:44,136.2,7.34,1058873344,9,947.25
2026-06-22 17:45:45,145.8,6.86,1059926016,9,942.47
2026-06-22 17:45:46,129.7,7.71,1061167104,9,937.58
2026-06-22 17:45:47,146.2,6.84,1063280640,9,934.16
2026-06-22 17:45:48,76.7,13.04,1065730048,9,929.26
2026-06-22 17:45:49,177.0,5.65,1067659264,9,929.03
2026-06-22 17:45:50,80.5,12.42,1069506560,9,929.30
2026-06-22 17:45:51,219.4,4.56,1071734784,9,930.01
2026-06-22 17:45:52,116.5,8.58,1073819648,9,940.57
2026-06-22 17:45:53,128.6,7.78,1076060160,9,940.67
2026-06-22 17:45:54,126.4,7.91,1078652928,9,940.98
2026-06-22 17:45:55,137.2,7.29,1081286656,9,941.30
2026-06-22 17:45:56,217.6,4.60,1083990016,9,941.90
2026-06-22 17:45:57,131.3,7.62,1086734336,9,942.27
2026-06-22 17:45:58,132.4,7.55,1089413120,9,942.65
2026-06-22 17:45:59,133.7,7.48,1091997696,9,942.86
2026-06-22 17:46:00,75.0,13.34,1094631424,9,943.04
2026-06-22 17:46:01,212.5,4.71,1096990720,9,943.26
2026-06-22 17:46:02,183.5,5.45,1099370496,9,943.46
2026-06-22 17:46:03,132.7,7.53,1102581760,9,970.37
2026-06-22 17:46:04,83.4,11.99,1104986112,9,970.56
2026-06-22 17:46:05,233.4,4.29,1107402752,9,970.79
2026-06-22 17:46:06,81.4,12.28,1109749760,9,970.92
2026-06-22 17:46:07,82.9,12.07,1112182784,9,971.14
2026-06-22 17:46:08,55.5,18.01,1115566080,9,971.10
2026-06-22 17:46:09,249.8,4.00,1118035968,9,971.34
2026-06-22 17:46:10,81.4,12.29,1120632832,9,971.49
2026-06-22 17:46:11,165.0,6.06,1123254272,9,971.70
2026-06-22 17:46:12,147.1,6.80,1125875712,9,971.90
2026-06-22 17:46:13,89.1,11.23,1128513536,9,972.12
2026-06-22 17:46:14,265.0,3.77,1131175936,9,972.66
2026-06-22 17:46:15,260.1,3.85,1133985792,9,972.85
2026-06-22 17:46:16,144.0,6.94,1136947200,9,973.04
2026-06-22 17:46:17,144.7,6.91,1139970048,9,973.24
2026-06-22 17:46:18,143.3,6.98,1143054336,9,973.42
2026-06-22 17:46:19,162.0,6.17,1145942016,9,973.62
2026-06-22 17:46:20,87.3,11.45,1148887040,9,973.83
2026-06-22 17:46:21,149.4,6.69,1151901696,9,974.04
2026-06-22 17:46:22,132.6,7.54,1155424256,9,1001.21
2026-06-22 17:46:23,161.3,6.20,1158426624,9,1002.69
2026-06-22 17:46:24,136.9,7.31,1161441280,9,1002.86
2026-06-22 17:46:25,125.0,8.00,1164226560,9,1003.04
2026-06-22 17:46:26,123.2,8.11,1167253504,9,1003.28
2026-06-22 17:46:27,135.6,7.37,1170362368,9,1003.45
2026-06-22 17:46:28,124.0,8.07,1173389312,9,1003.62
2026-06-22 17:46:29,136.3,7.34,1176428544,9,1003.83
2026-06-22 17:46:30,79.5,12.57,1179336704,9,1004.05
2026-06-22 17:46:31,125.5,7.97,1181782016,9,1004.45
2026-06-22 17:46:32,140.9,7.10,1184800768,9,1004.61
2026-06-22 17:46:33,62.8,15.92,1186947072,9,1005.05
2026-06-22 17:46:34,148.2,6.75,1189556224,9,1005.25
2026-06-22 17:46:35,147.2,6.80,1192718336,9,1005.41
2026-06-22 17:46:36,130.3,7.68,1196023808,9,1005.67
2026-06-22 17:46:37,161.7,6.19,1199329280,9,1005.83
2026-06-22 17:46:38,145.9,6.85,1202606080,9,1006.10
2026-06-22 17:46:39,81.4,12.29,1205747712,9,1007.70
2026-06-22 17:46:40,105.5,9.48,1207967744,9,1034.87
2026-06-22 17:46:41,111.6,8.96,1086279680,9,1023.47
