Timestamp,AvgFPS,AvgFrameMs,MaxFrameMs,P95FrameMs,GCAvgPerFrame_B,GCMaxPerFrame_B,MonoHeapMB,TotalMemMB,EnemyCount
2026-06-27 18:46:39,88.4,11.31,14.64,11.61,0,0,5.94,181.00,8
2026-06-27 18:46:40,88.4,11.32,11.74,11.58,0,0,5.94,180.97,8
2026-06-27 18:46:41,89.5,11.17,11.61,11.40,0,0,5.95,180.96,8
2026-06-27 18:46:42,90.5,11.05,11.51,11.36,0,0,5.95,180.97,8
2026-06-27 18:46:43,60.4,16.57,33.72,33.05,0,0,5.95,180.99,8
2026-06-27 18:46:44,65.9,15.17,48.60,30.13,0,0,5.44,184.10,9
2026-06-27 18:46:45,92.3,10.84,11.92,11.78,0,0,5.68,182.71,9
2026-06-27 18:46:46,83.9,11.92,14.66,12.35,0,0,5.70,182.72,9
2026-06-27 18:46:47,67.6,14.80,262.12,12.16,0,0,5.00,192.76,0
2026-06-27 18:46:48,411.2,2.43,6.80,2.77,0,0,5.00,192.68,0
