Timestamp,FPS,FrameTime_ms,GC_AllocBytes,ActiveEnemyCount,HeapMB
2026-06-20 18:30:50,0.1,9305.39,1084416000,9,3767.80
2026-06-20 18:30:51,0.8,1220.41,1091604480,9,3803.41
2026-06-20 18:30:52,107.1,9.34,1092386816,9,3787.20
2026-06-20 18:30:53,107.1,9.34,1092820992,9,3783.10
2026-06-20 18:30:54,139.6,7.16,1093296128,9,3778.47
2026-06-20 18:30:55,58.5,17.10,1093824512,9,3773.55
2026-06-20 18:30:56,5.6,179.98,1094791168,9,3765.68
2026-06-20 18:30:57,201.0,4.97,1095516160,9,3760.67
2026-06-20 18:30:58,196.6,5.09,1096351744,9,3757.39
2026-06-20 18:30:59,155.9,6.42,1096966144,9,3754.71
2026-06-20 18:31:00,88.8,11.26,1097449472,9,3751.82
2026-06-20 18:31:01,437.6,2.29,1098158080,9,3747.99
2026-06-20 18:31:02,177.8,5.62,1099440128,9,3744.69
2026-06-20 18:31:03,197.7,5.06,1100898304,9,3741.48
2026-06-20 18:31:04,183.3,5.45,1102344192,9,3741.02
2026-06-20 18:31:05,184.2,5.43,1103765504,9,3741.04
2026-06-20 18:31:06,193.6,5.16,1105252352,9,3740.95
2026-06-20 18:31:07,170.2,5.87,1106927616,9,3740.62
2026-06-20 18:31:08,207.0,4.83,1108656128,9,3740.56
2026-06-20 18:31:09,99.0,10.10,1110364160,9,3740.55
2026-06-20 18:31:10,85.9,11.64,1111748608,9,3740.84
2026-06-20 18:31:11,478.8,2.09,1113366528,9,3740.89
2026-06-20 18:31:12,97.8,10.22,1115144192,9,3740.75
2026-06-20 18:31:13,176.1,5.68,1116831744,9,3740.70
2026-06-20 18:31:14,176.5,5.67,1118605312,9,3740.69
2026-06-20 18:31:15,182.0,5.49,1120403456,9,3740.76
2026-06-20 18:31:16,80.4,12.44,1122148352,9,3740.72
