Timestamp,FPS,FrameTime_ms,GC_AllocBytes,ActiveEnemyCount,HeapMB
2026-06-22 18:26:34,0.1,9602.86,1082142720,9,4198.10
2026-06-22 18:26:37,0.3,3014.52,1092558848,9,4282.36
2026-06-22 18:26:38,142.7,7.01,1094295552,9,4288.40
2026-06-22 18:26:39,85.8,11.65,1094565888,9,4294.07
2026-06-22 18:26:40,130.4,7.67,1094987776,9,4297.49
2026-06-22 18:26:41,66.4,15.07,1095393280,9,4300.92
2026-06-22 18:26:42,110.0,9.09,1095991296,9,4307.45
2026-06-22 18:26:43,134.5,7.43,1096675328,9,4312.15
2026-06-22 18:26:44,46.2,21.66,1097465856,9,4311.26
2026-06-22 18:26:45,71.6,13.97,1098084352,9,4325.51
2026-06-22 18:26:46,55.3,18.09,1098760192,9,4328.34
2026-06-22 18:26:47,97.3,10.28,1099485184,9,4331.64
2026-06-22 18:26:48,127.6,7.83,1100881920,9,4339.50
2026-06-22 18:26:49,100.1,9.99,1102127104,9,4339.54
2026-06-22 18:26:50,17.6,56.79,1102684160,9,4354.10
2026-06-22 18:26:51,89.2,11.21,1104527360,9,4341.86
2026-06-22 18:26:52,114.6,8.72,1106804736,9,4337.24
2026-06-22 18:26:53,129.9,7.70,1109024768,9,4337.66
2026-06-22 18:26:54,3.1,324.48,1111900160,9,4364.05
2026-06-22 18:26:55,95.0,10.52,1114161152,9,4365.07
2026-06-22 18:26:56,46.8,21.38,1116811264,9,4368.30
2026-06-22 18:26:57,88.2,11.34,1119629312,9,4371.37
2026-06-22 18:26:58,99.3,10.07,1124986880,9,4377.13
2026-06-22 18:26:59,124.5,8.03,1129254912,9,4354.26
2026-06-22 18:27:00,137.4,7.28,1132568576,9,4346.42
2026-06-22 18:27:01,162.8,6.14,1135710208,9,4337.94
2026-06-22 18:27:02,138.7,7.21,1138794496,9,4323.76
2026-06-22 18:27:03,133.0,7.52,1141886976,9,4313.16
2026-06-22 18:27:04,126.4,7.91,1144913920,9,4306.53
2026-06-22 18:27:05,131.9,7.58,1148063744,9,4298.37
2026-06-22 18:27:06,140.4,7.12,1151004672,9,4288.99
2026-06-22 18:27:07,130.1,7.68,1153761280,9,4285.28
2026-06-22 18:27:08,147.4,6.78,1156812800,9,4279.99
2026-06-22 18:27:09,119.7,8.35,1159954432,9,4280.59
2026-06-22 18:27:10,161.8,6.18,1163063296,9,4280.30
2026-06-22 18:27:11,129.8,7.70,1166086144,9,4278.48
2026-06-22 18:27:12,170.4,5.87,1169473536,9,4274.76
2026-06-22 18:27:13,43.7,22.89,1173741568,9,4273.94
2026-06-22 18:27:14,135.0,7.41,1176911872,9,4269.30
2026-06-22 18:27:16,1.0,1013.32,1180852224,9,4264.71
2026-06-22 18:27:18,1.0,982.82,1182728192,9,4263.41
