Timestamp,FPS,FrameTime_ms,GC_AllocBytes,ActiveEnemyCount,HeapMB
2026-06-26 19:38:38,0.1,9202.01,1079984128,9,3435.31
2026-06-26 19:38:40,0.5,1968.16,1087455232,9,3462.49
2026-06-26 19:38:41,123.3,8.11,1088651264,9,3462.49
2026-06-26 19:38:42,162.6,6.15,1088806912,9,3457.32
2026-06-26 19:38:43,204.1,4.90,1089363968,9,3451.43
2026-06-26 19:38:44,210.0,4.76,1090011136,9,3444.53
2026-06-26 19:38:45,217.8,4.59,1091244032,9,3437.28
2026-06-26 19:38:46,226.6,4.41,1092599808,9,3430.09
2026-06-26 19:38:47,193.8,5.16,1093947392,9,3424.83
2026-06-26 19:38:48,207.0,4.83,1095712768,9,3425.17
2026-06-26 19:38:49,225.9,4.43,1097572352,9,3425.43
2026-06-26 19:38:50,221.6,4.51,1101111296,9,3425.76
2026-06-26 19:38:51,80.0,12.50,1103429632,9,3425.91
2026-06-26 19:38:52,229.0,4.37,1105399808,9,3426.12
2026-06-26 19:38:53,81.0,12.34,1107406848,9,3426.25
2026-06-26 19:38:54,224.4,4.46,1109393408,9,3426.46
2026-06-26 19:38:55,79.6,12.56,1111404544,9,3426.58
2026-06-26 19:38:56,215.6,4.64,1113427968,9,3426.79
2026-06-26 19:38:57,223.5,4.47,1116246016,9,3426.95
2026-06-26 19:38:58,208.5,4.80,1120342016,9,3427.30
2026-06-26 19:38:59,216.6,4.62,1124335616,9,3427.29
2026-06-26 19:39:00,218.1,4.58,1128202240,9,3427.61
2026-06-26 19:39:01,210.2,4.76,1132396544,9,3427.85
2026-06-26 19:39:02,194.3,5.15,1136525312,9,3428.17
2026-06-26 19:39:03,211.6,4.73,1140920320,9,3428.42
2026-06-26 19:39:04,224.0,4.46,1145147392,9,3428.75
2026-06-26 19:39:05,228.0,4.39,1149693952,9,3429.01
2026-06-26 19:39:06,221.8,4.51,1154711552,9,3429.30
2026-06-26 19:39:07,210.6,4.75,1159528448,9,3429.52
2026-06-26 19:39:08,191.9,5.21,1163673600,9,3429.80
2026-06-26 19:39:09,98.3,10.17,1167806464,9,3430.07
