Timestamp,FPS,FrameTime_ms,GC_AllocBytes,ActiveEnemyCount,HeapMB
2026-06-22 16:52:00,0.2,6077.83,963108864,9,1586.08
2026-06-22 16:52:01,0.8,1268.69,969805824,9,1621.34
2026-06-22 16:52:02,122.0,8.20,971792384,9,1606.63
2026-06-22 16:52:03,130.7,7.65,972263424,9,1601.73
2026-06-22 16:52:04,81.2,12.31,972734464,9,1597.37
2026-06-22 16:52:05,133.7,7.48,973811712,9,1592.74
2026-06-22 16:52:06,124.4,8.04,974970880,9,1588.21
2026-06-22 16:52:07,135.0,7.41,976003072,9,1583.50
2026-06-22 16:52:08,141.2,7.08,977993728,9,1578.56
2026-06-22 16:52:09,141.8,7.05,980025344,9,1573.61
2026-06-22 16:52:10,130.7,7.65,983060480,9,1568.77
2026-06-22 16:52:11,140.5,7.12,985595904,9,1563.78
2026-06-22 16:52:12,137.6,7.27,987971584,9,1559.03
2026-06-22 16:52:13,130.1,7.69,990265344,9,1554.03
2026-06-22 16:52:14,77.6,12.89,992735232,9,1549.28
2026-06-22 16:52:15,268.4,3.73,995037184,9,1544.82
2026-06-22 16:52:16,21.4,46.74,997253120,9,1544.83
2026-06-22 16:52:17,136.0,7.35,999665664,9,1545.00
2026-06-22 16:52:18,74.5,13.41,1003536384,9,1545.40
2026-06-22 16:52:19,135.3,7.39,1006936064,9,1545.74
2026-06-22 16:52:20,141.5,7.07,1009745920,9,1546.53
2026-06-22 16:52:21,84.8,11.80,1012609024,9,1546.75
2026-06-22 16:52:22,141.6,7.06,1015345152,9,1546.96
2026-06-22 16:52:23,137.9,7.25,1018040320,9,1547.15
2026-06-22 16:52:24,137.9,7.25,1020874752,9,1547.24
2026-06-22 16:52:25,125.2,7.99,1023627264,9,1547.92
2026-06-22 16:52:26,141.9,7.05,1026342912,9,1548.05
2026-06-22 16:52:27,148.3,6.74,1029013504,9,1548.25
2026-06-22 16:52:28,133.3,7.50,1031847936,9,1548.29
2026-06-22 16:52:29,124.6,8.03,1034477568,9,1548.50
2026-06-22 16:52:30,78.1,12.81,1037021184,8,1548.59
2026-06-22 16:52:31,239.1,4.18,1039417344,8,1548.58
2026-06-22 16:52:32,82.5,12.12,1042255872,8,1548.89
2026-06-22 16:52:33,277.0,3.61,1044869120,8,1549.13
2026-06-22 16:52:34,159.0,6.29,1047601152,8,1549.37
2026-06-22 16:52:35,83.3,12.01,1050124288,8,1549.60
2026-06-22 16:52:36,69.5,14.40,1052598272,8,1549.74
2026-06-22 16:52:37,246.7,4.05,1055203328,8,1549.94
2026-06-22 16:52:38,130.7,7.65,1057845248,8,1550.13
2026-06-22 16:52:39,141.7,7.06,1060552704,8,1550.38
2026-06-22 16:52:40,121.7,8.22,1063129088,8,1550.51
2026-06-22 16:52:41,81.2,12.31,1065398272,8,1550.96
2026-06-22 16:52:42,75.7,13.21,1067958272,8,1551.15
2026-06-22 16:52:43,247.4,4.04,1070678016,8,1551.28
2026-06-22 16:52:44,78.8,12.68,1073426432,8,1551.38
2026-06-22 16:52:45,122.1,8.19,1076449280,8,1551.63
2026-06-22 16:52:46,139.2,7.19,1079611392,8,1551.79
2026-06-22 16:52:47,131.2,7.62,1082789888,8,1552.04
2026-06-22 16:52:48,130.8,7.64,1086001152,8,1552.52
2026-06-22 16:52:49,108.2,9.24,1089085440,8,1552.74
2026-06-22 16:52:50,135.9,7.36,991367168,8,1518.98
2026-06-22 16:52:51,212.3,4.71,991879168,8,1519.35
2026-06-22 16:52:52,151.1,6.62,992538624,8,1519.94
