Timestamp,FPS,FrameTime_ms,GC_AllocBytes,ActiveEnemyCount,HeapMB
2026-06-22 16:36:03,0.2,5338.66,958717952,9,1296.87
2026-06-22 16:36:04,4.0,246.98,965124096,9,1317.94
2026-06-22 16:36:05,133.9,7.47,966381568,9,1315.24
2026-06-22 16:36:06,134.2,7.45,966881280,9,1310.43
2026-06-22 16:36:07,142.4,7.02,967835648,9,1305.60
2026-06-22 16:36:08,205.9,4.86,968744960,9,1301.06
2026-06-22 16:36:09,134.8,7.42,969908224,9,1296.55
2026-06-22 16:36:10,140.5,7.12,970821632,9,1291.64
2026-06-22 16:36:11,132.4,7.55,972132352,9,1286.68
2026-06-22 16:36:12,129.9,7.70,974057472,9,1281.78
2026-06-22 16:36:13,135.8,7.36,976166912,9,1277.13
2026-06-22 16:36:14,98.1,10.20,978378752,9,1273.26
2026-06-22 16:36:15,213.5,4.68,980705280,9,1269.57
2026-06-22 16:36:16,130.4,7.67,983011328,9,1264.46
2026-06-22 16:36:17,127.8,7.82,985296896,9,1259.54
2026-06-22 16:36:18,112.9,8.86,987598848,9,1254.51
2026-06-22 16:36:19,130.4,7.67,989892608,9,1249.53
2026-06-22 16:36:20,133.2,7.51,992104448,9,1244.57
2026-06-22 16:36:21,121.5,8.23,994160640,9,1241.04
2026-06-22 16:36:22,133.3,7.50,996528128,9,1236.19
2026-06-22 16:36:23,129.9,7.70,999047168,9,1236.41
2026-06-22 16:36:24,135.0,7.41,1001594880,9,1236.56
2026-06-22 16:36:25,128.3,7.79,1004195840,9,1236.61
2026-06-22 16:36:26,127.7,7.83,1006800896,8,1236.67
2026-06-22 16:36:27,118.5,8.44,1009336320,8,1236.91
2026-06-22 16:36:28,125.9,7.94,1011929088,8,1236.95
2026-06-22 16:36:29,132.1,7.57,1014521856,8,1237.19
2026-06-22 16:36:30,77.8,12.86,1017036800,8,1237.34
2026-06-22 16:36:31,148.4,6.74,1019580416,8,1237.71
2026-06-22 16:36:32,142.2,7.03,1023045632,8,1238.18
2026-06-22 16:36:33,134.2,7.45,1025732608,8,1238.38
2026-06-22 16:36:34,142.4,7.02,1028427776,8,1238.48
2026-06-22 16:36:35,132.3,7.56,1031102464,8,1238.61
2026-06-22 16:36:36,141.5,7.07,1033809920,8,1238.82
2026-06-22 16:36:37,139.2,7.18,1036541952,8,1239.03
2026-06-22 16:36:38,131.5,7.60,1039392768,8,1239.24
2026-06-22 16:36:39,136.4,7.33,1042063360,8,1239.44
2026-06-22 16:36:40,85.2,11.74,1044828160,8,1239.65
2026-06-22 16:36:41,137.4,7.28,1047621632,8,1239.86
2026-06-22 16:36:42,131.0,7.64,1050259456,8,1240.10
2026-06-22 16:36:43,133.9,7.47,1052745728,8,1240.24
2026-06-22 16:36:44,136.2,7.34,1055375360,8,1240.41
2026-06-22 16:36:45,132.5,7.55,1058082816,8,1240.82
2026-06-22 16:36:46,90.1,11.10,1060728832,8,1241.05
2026-06-22 16:36:47,132.9,7.52,1063505920,8,1241.05
2026-06-22 16:36:48,230.0,4.35,1066303488,8,1241.32
