Timestamp,FPS,FrameTime_ms,GC_AllocBytes,ActiveEnemyCount,HeapMB
2026-06-26 19:41:58,0.2,6243.50,1067155456,9,3438.44
2026-06-26 19:41:59,3.1,322.29,1075228672,9,3465.52
2026-06-26 19:42:00,98.3,10.17,1075998720,9,3463.10
2026-06-26 19:42:01,191.2,5.23,1076346880,9,3458.17
2026-06-26 19:42:02,126.6,7.90,1076932608,9,3452.58
2026-06-26 19:42:03,11.4,87.34,1078067200,9,3442.79
2026-06-26 19:42:04,233.9,4.28,1079128064,9,3435.78
2026-06-26 19:42:05,322.3,3.10,1080107008,9,3430.28
2026-06-26 19:42:06,421.0,2.38,1080918016,9,3457.89
2026-06-26 19:42:07,717.6,1.39,1081901056,9,3453.07
2026-06-26 19:42:08,737.7,1.36,1082957824,9,3452.27
2026-06-26 19:42:09,707.7,1.41,1084252160,9,3453.04
2026-06-26 19:42:10,664.3,1.51,1085685760,9,3453.23
2026-06-26 19:42:11,716.3,1.40,1087660032,9,3453.21
2026-06-26 19:42:12,91.8,10.89,1090453504,9,3453.25
2026-06-26 19:42:13,98.9,10.11,1093222400,9,3453.47
2026-06-26 19:42:14,384.0,2.60,1095606272,9,3453.51
2026-06-26 19:42:15,245.2,4.08,1098092544,9,3455.10
2026-06-26 19:42:16,621.5,1.61,1100718080,9,3455.20
2026-06-26 19:42:17,628.3,1.59,1103335424,9,3455.41
2026-06-26 19:42:18,97.3,10.28,1106178048,9,3455.42
2026-06-26 19:42:19,577.2,1.73,1109049344,9,3455.44
2026-06-26 19:42:20,560.2,1.78,1111986176,9,3455.58
2026-06-26 19:42:21,514.5,1.94,1114783744,9,3455.62
2026-06-26 19:42:22,419.3,2.38,1117929472,9,3455.28
2026-06-26 19:42:23,247.5,4.04,1120714752,9,3455.25
2026-06-26 19:42:24,496.7,2.01,1123717120,9,3456.14
2026-06-26 19:42:25,87.7,11.41,1126133760,9,3456.47
2026-06-26 19:42:26,291.4,3.43,1130229760,9,3456.75
2026-06-26 19:42:27,253.9,3.94,1133027328,9,3456.80
2026-06-26 19:42:28,291.3,3.43,1135808512,9,3456.72
2026-06-26 19:42:29,286.5,3.49,1138671616,9,3457.10
2026-06-26 19:42:30,308.3,3.24,1141616640,9,3457.34
2026-06-26 19:42:31,287.3,3.48,1144385536,9,3457.39
2026-06-26 19:42:32,235.1,4.25,1146748928,9,3457.39
2026-06-26 19:42:33,190.3,5.25,1148981248,9,3457.39
2026-06-26 19:42:34,291.5,3.43,1151463424,9,3457.39
2026-06-26 19:42:35,328.0,3.05,1154113536,9,3457.41
2026-06-26 19:42:36,288.5,3.47,1156902912,9,3457.37
2026-06-26 19:42:37,294.2,3.40,1159475200,9,3457.46
